loan_id,golden_sachs,storgan_manley,smells_largo,bank_of_americans,pj_logan
5021745,0.0,0.0,0.0,0.0,0.0
5021749,101.03375,101.03375,101.09625,101.065,101.0025
5021753,103.13875,103.20125,103.13875,103.20125,103.1075
5021754,101.0025,101.09625,101.09625,101.065,100.97125
5021758,100.94,100.97125,100.97125,100.94,100.90875
5021763,100.28375,100.28375,100.34625,100.315,100.2525
5021768,98.63,98.72375,98.66125,98.66125,98.47375
5021772,0.0,0.0,0.0,0.0,0.0
5021777,101.565,101.59625,101.65875,101.69,101.47125
5021782,102.2525,102.34625,102.22125,102.2525,102.28375
5021787,102.15875,102.22125,102.15875,102.22125,102.1275
5021792,0.0,0.0,0.0,0.0,0.0
5021796,104.0475,104.14125,104.01625,104.0475,104.07875
5021800,102.875,102.90625,102.84375,102.875,102.78125
5021803,102.72125,102.78375,102.78375,102.7525,102.6275
5021804,103.6725,103.76625,103.64125,103.6725,103.70375
5021808,101.065,101.09625,101.15875,101.1275,100.90875
5021812,101.065,101.09625,101.03375,101.065,100.97125
5021815,96.6375,96.60625,96.60625,96.575,96.66875
5021819,102.5025,102.47125,102.47125,102.5025,102.53375
5021823,0.0,0.0,0.0,0.0,0.0
5021827,98.28625,98.34875,98.41125,98.38,98.255
5021832,103.09625,103.15875,103.15875,103.1275,103.1275
5021835,104.4375,104.53125,104.46875,104.4375,104.34375
5021836,103.7975,103.76625,103.76625,103.735,103.82875
5021841,0.0,0.0,0.0,0.0,0.0
5021844,102.15875,102.22125,102.15875,102.22125,102.1275
5021847,103.13875,103.20125,103.13875,103.20125,103.1075
5021848,102.045,102.07625,102.07625,102.045,101.88875
5021852,101.59625,101.65875,101.72125,101.69,101.565
5021853,0.0,0.0,0.0,0.0,0.0
5021854,103.51375,103.57625,103.57625,103.57625,103.3575
5021857,94.575,94.60625,94.60625,94.6375,94.48125
5021862,103.46875,103.46875,103.46875,103.5,103.375
5021866,102.19,102.22125,102.15875,102.19,102.22125
5021871,101.65875,101.65875,101.65875,101.69,101.565
5021874,100.94,100.97125,101.03375,101.0025,100.90875
5021879,105.145,105.17625,105.11375,105.145,105.17625
5021881,97.63,97.66125,97.72375,97.6925,97.59875
5021882,0.0,0.0,0.0,0.0,0.0
5021886,99.4425,99.47375,99.47375,99.53625,99.41125
5021887,100.2525,100.34625,100.34625,100.315,100.22125
5021888,102.70125,102.76375,102.82625,102.795,102.545
5021891,97.005,97.03625,97.03625,97.0675,96.91125
5021894,98.34875,98.34875,98.34875,98.38,98.255
5021899,103.36,103.45375,103.39125,103.39125,103.20375
5021902,102.36,102.26625,102.39125,102.36,102.20375
5021907,102.2525,102.22125,102.28375,102.315,102.15875
5021910,101.72125,101.78375,101.84625,101.815,101.565
5021912,103.6725,103.76625,103.64125,103.6725,103.70375
5021915,101.03,101.06125,100.99875,101.03,100.81125
5021920,98.5675,98.59875,98.59875,98.59875,98.41125
5021921,101.0025,100.97125,100.97125,101.0025,100.90875
5021923,101.61,101.64125,101.70375,101.6725,101.57875
5021925,104.52,104.61375,104.48875,104.55125,104.48875
5021929,102.4225,102.39125,102.39125,102.4225,102.32875
5021930,102.065,102.15875,102.03375,102.09625,101.90875
5021933,102.5475,102.64125,102.64125,102.61,102.39125
5021938,101.065,101.09625,101.03375,101.065,100.97125
5021939,0.0,0.0,0.0,0.0,0.0
5021944,101.19,101.22125,101.22125,101.2525,100.97125
5021946,101.86,101.89125,101.95375,101.9225,101.82875
5021949,103.07875,103.07875,103.07875,103.11,102.985
5021950,104.0475,104.14125,104.01625,104.0475,104.07875
5021951,102.3775,102.34625,102.34625,102.315,102.40875
5021955,102.51625,102.57875,102.64125,102.61,102.485
5021957,102.84625,102.90875,102.84625,102.8775,102.8775
5021961,101.0025,100.97125,100.97125,101.0025,100.90875
5021965,98.38,98.34875,98.34875,98.34875,98.34875
5021970,99.53625,99.59875,99.53625,99.5675,99.5675
5021973,0.0,0.0,0.0,0.0,0.0
5021974,102.6275,102.59625,102.59625,102.6275,102.53375
5021979,101.94,102.03375,101.90875,101.97125,101.90875
5021983,101.065,101.09625,101.15875,101.1275,100.90875
5021987,102.36,102.39125,102.39125,102.36,102.32875
5021990,101.065,101.09625,101.03375,101.065,100.97125
5021994,103.485,103.57875,103.45375,103.51625,103.32875
5021998,103.15875,103.15875,103.15875,103.1275,103.065
5022001,102.315,102.22125,102.28375,102.2525,102.34625
5022003,97.8175,97.91125,97.91125,97.88,97.66125
5022007,98.84875,98.91125,98.84875,98.91125,98.8175
5022011,97.5675,97.53625,97.59875,97.5675,97.53625
5022012,100.8775,100.84625,100.90875,100.8775,100.84625
5022015,100.3675,100.46125,100.39875,100.3675,100.27375
5022017,103.57875,103.64125,103.57875,103.64125,103.5475
5022021,0.0,0.0,0.0,0.0,0.0
5022024,0.0,0.0,0.0,0.0,0.0
5022028,102.1275,102.09625,102.09625,102.1275,102.15875
5022033,102.065,102.09625,102.03375,102.065,102.09625
5022038,97.29375,97.29375,97.29375,97.2625,97.325
5022040,103.07875,103.07875,103.07875,103.11,102.985
5022045,101.815,101.78375,101.78375,101.78375,101.65875
5022047,101.65875,101.65875,101.65875,101.69,101.565
5022050,101.0025,100.97125,100.97125,101.0025,100.90875
5022054,101.0025,100.97125,100.97125,101.0025,100.90875
5022058,102.565,102.59625,102.53375,102.565,102.59625
5022063,104.0475,104.14125,104.07875,104.0475,103.95375
5022066,102.15875,102.22125,102.15875,102.22125,102.1275
5022069,103.22125,103.28375,103.28375,103.2525,103.1275
5022071,101.84625,101.90875,101.90875,101.94,101.6275
5022075,102.69,102.72125,102.78375,102.7525,102.72125
5022079,102.61,102.64125,102.64125,102.6725,102.39125
5022081,104.51625,104.57875,104.57875,104.5475,104.5475
5022084,104.1725,104.20375,104.20375,104.26625,104.14125
5022088,0.0,0.0,0.0,0.0,0.0
5022093,101.065,101.09625,101.15875,101.1275,100.90875
5022094,101.8775,101.90875,101.90875,101.90875,101.72125
5022099,101.065,101.09625,101.09625,101.065,100.90875
5022102,102.9225,102.95375,102.89125,102.95375,102.89125
5022103,101.8775,101.90875,101.84625,101.90875,101.84625
5022107,103.22125,103.28375,103.28375,103.2525,103.1275
5022112,103.1725,103.26625,103.20375,103.1725,103.20375
5022113,102.3775,102.34625,102.34625,102.315,102.40875
5022114,100.90875,100.90875,100.90875,100.94,100.815
5022118,103.09625,103.15875,103.15875,103.1275,103.1275
5022121,0.0,0.0,0.0,0.0,0.0
5022122,101.065,101.09625,101.03375,101.065,100.97125
5022125,98.255,98.34875,98.22375,98.28625,98.22375
5022130,102.565,102.59625,102.59625,102.565,102.47125
5022131,102.5025,102.47125,102.53375,102.5025,102.40875
5022133,97.5675,97.53625,97.53625,97.505,97.53625
5022138,97.88,97.91125,97.91125,97.9425,97.66125
5022141,102.485,102.51625,102.45375,102.485,102.39125
5022142,103.03375,103.03375,103.03375,103.0025,103.065
5022145,102.2525,102.22125,102.28375,102.315,102.15875
5022146,101.72125,101.78375,101.84625,101.815,101.565
5022151,103.75,103.84375,103.78125,103.78125,103.59375
5022154,99.91125,99.97375,99.97375,99.9425,99.8175
5022157,98.41125,98.47375,98.53625,98.505,98.255
5022161,102.565,102.59625,102.59625,102.565,102.47125
5022165,96.6375,96.60625,96.60625,96.575,96.66875
5022166,103.36,103.45375,103.32875,103.39125,103.32875
5022171,103.985,104.01625,104.01625,103.985,103.89125
5022176,103.985,104.01625,104.01625,103.985,103.89125
5022181,102.7525,102.84625,102.72125,102.7525,102.65875
5022185,99.1925,99.16125,99.22375,99.1925,99.09875
5022189,103.6725,103.76625,103.64125,103.6725,103.70375
5022190,102.44,102.47125,102.40875,102.3775,102.47125
5022195,102.6275,102.72125,102.65875,102.6275,102.53375
5022196,95.91875,95.91875,95.91875,95.95,95.825
5022199,95.3875,95.35625,95.41875,95.45,95.16875
5022201,0.0,0.0,0.0,0.0,0.0
5022206,101.565,101.65875,101.53375,101.59625,101.53375
5022209,99.3175,99.41125,99.34875,99.3175,99.22375
5022211,99.91125,99.97375,99.97375,99.9425,99.8175
5022212,0.0,0.0,0.0,0.0,0.0
5022217,101.59625,101.65875,101.72125,101.69,101.565
5022218,101.65875,101.65875,101.65875,101.69,101.565
5022222,99.255,99.28625,99.28625,99.255,99.16125
5022226,99.3175,99.41125,99.34875,99.3175,99.22375
5022229,102.6275,102.72125,102.65875,102.6275,102.53375
5022231,0.0,0.0,0.0,0.0,0.0
5022234,103.6075,103.70125,103.63875,103.6075,103.51375
5022235,0.0,0.0,0.0,0.0,0.0
5022238,103.5825,103.55125,103.55125,103.5825,103.48875
5022239,104.0475,104.14125,104.07875,104.0475,103.95375
5022243,97.6925,97.66125,97.66125,97.6925,97.59875
5022244,102.6275,102.72125,102.65875,102.6275,102.53375
5022246,99.3175,99.41125,99.34875,99.3175,99.22375
5022251,102.565,102.59625,102.59625,102.565,102.47125
5022256,102.6275,102.72125,102.59625,102.6275,102.65875
5022259,102.53375,102.59625,102.53375,102.59625,102.5025
5022264,100.2525,100.34625,100.34625,100.315,100.22125
5022269,104.1725,104.20375,104.20375,104.26625,104.14125
5022273,102.4225,102.39125,102.39125,102.4225,102.32875
5022275,102.4225,102.39125,102.39125,102.4225,102.32875
5022277,103.15875,103.15875,103.15875,103.1275,103.065
5022281,101.65875,101.65875,101.65875,101.69,101.565
5022283,104.64125,104.70375,104.64125,104.6725,104.6725
5022285,102.5025,102.47125,102.47125,102.44,102.40875
5022288,97.755,97.78625,97.78625,97.755,97.59875
5022293,103.07875,103.07875,103.07875,103.11,102.985
5022295,101.59625,101.65875,101.72125,101.69,101.565
5022296,104.64125,104.70375,104.64125,104.6725,104.6725
5022297,103.2325,103.20125,103.26375,103.295,103.13875
5022301,98.9425,98.91125,98.97375,99.005,98.84875
5022304,101.8775,101.90875,101.90875,101.90875,101.72125
5022307,103.5825,103.55125,103.55125,103.5825,103.48875
5022308,103.5,103.46875,103.46875,103.46875,103.46875
5022311,102.7525,102.78375,102.78375,102.84625,102.72125
5022315,101.065,101.09625,101.03375,101.065,100.97125
5022316,101.65875,101.65875,101.72125,101.69,101.5025
5022318,102.44,102.47125,102.40875,102.3775,102.47125
5022323,102.485,102.51625,102.45375,102.485,102.39125
5022327,101.065,101.09625,101.15875,101.1275,100.90875
5022330,0.0,0.0,0.0,0.0,0.0
5022332,97.755,97.78625,97.72375,97.755,97.66125
5022334,102.4225,102.51625,102.51625,102.485,102.39125
5022335,102.2325,102.32625,102.26375,102.295,102.01375
5022337,101.065,101.09625,101.15875,101.1275,100.90875
5022340,100.84625,100.90875,100.97125,100.94,100.815
5022342,97.755,97.78625,97.72375,97.755,97.66125
5022347,102.565,102.59625,102.53375,102.565,102.59625
5022349,101.1275,101.09625,101.15875,101.19,100.90875
5022352,101.5025,101.53375,101.47125,101.53375,101.47125
5022353,0.0,0.0,0.0,0.0,0.0
5022355,100.8775,100.84625,100.90875,100.8775,100.84625
5022357,103.34625,103.40875,103.34625,103.3775,103.2525
5022362,102.485,102.51625,102.45375,102.485,102.39125
5022363,101.5025,101.53375,101.47125,101.53375,101.47125
5022368,98.63,98.72375,98.66125,98.66125,98.47375
5022372,101.405,101.49875,101.37375,101.43625,101.37375
5022374,103.4225,103.39125,103.39125,103.4225,103.45375
5022379,101.0025,101.09625,101.09625,101.065,100.97125
5022383,103.985,104.01625,103.95375,103.985,104.01625
5022388,101.065,101.09625,101.03375,101.065,100.97125
5022391,102.6275,102.72125,102.65875,102.6275,102.53375
5022396,103.985,104.01625,104.01625,103.985,103.89125
5022398,0.0,0.0,0.0,0.0,0.0
5022402,101.1275,101.09625,101.09625,101.1275,100.90875
5022405,101.65875,101.65875,101.65875,101.69,101.565
5022408,96.6375,96.60625,96.60625,96.575,96.66875
5022411,102.2525,102.22125,102.28375,102.315,102.15875
5022414,98.63,98.72375,98.66125,98.66125,98.47375
5022418,102.19,102.22125,102.15875,102.19,102.22125
5022420,102.6725,102.76625,102.70375,102.735,102.45375
5022421,98.53625,98.59875,98.59875,98.63,98.3175
5022422,98.13,98.22375,98.09875,98.16125,98.09875
5022423,102.53375,102.59625,102.59625,102.59625,102.3775
5022428,102.5025,102.47125,102.53375,102.5025,102.40875
5022432,101.19,101.28375,101.15875,101.22125,101.15875
5022434,101.1275,101.22125,101.22125,101.19,100.97125
5022439,98.9425,98.91125,98.97375,99.005,98.84875
5022442,98.53625,98.59875,98.59875,98.63,98.3175
5022445,0.0,0.0,0.0,0.0,0.0
5022448,102.19,102.22125,102.15875,102.19,102.22125
5022450,96.5125,96.60625,96.48125,96.5125,96.54375
5022454,102.2975,102.26625,102.32875,102.2975,102.26625
5022456,98.9425,99.03625,98.91125,98.9425,98.97375
5022459,102.3775,102.34625,102.34625,102.315,102.40875
5022462,103.22125,103.28375,103.28375,103.2525,103.1275
5022467,102.545,102.63875,102.51375,102.57625,102.51375
5022468,97.8175,97.78625,97.78625,97.88,97.72375
5022472,103.545,103.57625,103.51375,103.4825,103.45125
5022474,0.0,0.0,0.0,0.0,0.0
5022475,102.53375,102.59625,102.59625,102.59625,102.3775
5022479,102.36,102.39125,102.39125,102.36,102.32875
5022481,102.36,102.26625,102.32875,102.2975,102.20375
5022484,102.6275,102.72125,102.65875,102.6275,102.53375
5022485,101.53375,101.53375,101.59625,101.565,101.5025
5022490,103.2975,103.32875,103.26625,103.26625,103.14125
5022493,101.53375,101.53375,101.59625,101.565,101.5025
5022494,97.755,97.78625,97.84875,97.8175,97.59875
5022498,99.255,99.28625,99.22375,99.1925,99.16125
5022501,0.0,0.0,0.0,0.0,0.0
5022502,104.0475,104.14125,104.01625,104.0475,104.07875
5022507,99.8175,99.84875,99.91125,99.91125,99.66125
5022509,102.5625,102.53125,102.53125,102.625,102.46875
5022514,101.1275,101.22125,101.22125,101.19,100.97125
5022518,102.565,102.59625,102.59625,102.565,102.47125
5022521,101.2525,101.34625,101.28375,101.315,101.03375
5022526,97.63,97.53625,97.59875,97.5675,97.47375
5022529,102.565,102.59625,102.59625,102.565,102.47125
5022533,104.87875,104.87875,104.94125,104.91,104.7225
5022535,102.44,102.47125,102.40875,102.3775,102.47125
5022538,104.1725,104.26625,104.14125,104.1725,104.07875
5022540,99.91125,99.97375,99.97375,99.9425,99.8175
5022544,104.26625,104.32875,104.26625,104.2975,104.2975
5022548,99.0675,99.03625,99.09875,99.0675,99.09875
5022549,102.5025,102.47125,102.53375,102.5025,102.40875
5022554,101.09625,101.15875,101.22125,101.19,101.065
5022556,102.44,102.47125,102.40875,102.3775,102.47125
5022557,102.84625,102.90875,102.84625,102.8775,102.8775
5022558,103.15875,103.15875,103.15875,103.1275,103.065
5022563,101.53375,101.53375,101.59625,101.565,101.5025
5022565,100.815,100.84625,100.78375,100.8775,100.72125
5022566,102.235,102.26625,102.20375,102.2975,102.14125
5022568,103.2975,103.32875,103.32875,103.32875,103.14125
5022573,101.1275,101.22125,101.15875,101.19,101.03375
5022578,104.0475,104.14125,104.07875,104.0475,103.95375
5022582,103.22125,103.28375,103.22125,103.2525,103.2525
5022583,97.8175,97.78625,97.78625,97.8175,97.59875
5022584,101.94,102.03375,101.97125,101.97125,101.78375
5022586,100.815,100.84625,100.78375,100.8775,100.72125
5022590,103.9225,103.89125,103.89125,103.86,103.82875
5022591,102.44,102.47125,102.40875,102.3775,102.47125
5022596,102.44,102.47125,102.40875,102.3775,102.47125
5022597,102.44,102.47125,102.40875,102.3775,102.47125
5022601,101.1275,101.09625,101.15875,101.19,100.90875
5022604,97.88,97.91125,97.91125,97.9425,97.66125
5022608,102.44,102.47125,102.40875,102.3775,102.47125
5022611,100.8775,100.84625,100.90875,100.8775,100.84625
5022615,96.6375,96.60625,96.60625,96.575,96.66875
5022617,101.78375,101.78375,101.78375,101.815,101.565
5022621,100.8775,100.84625,100.90875,100.8775,100.84625
5022622,101.065,101.09625,101.09625,101.065,100.90875
5022625,99.255,99.28625,99.28625,99.255,99.16125
5022629,103.22125,103.28375,103.22125,103.2525,103.2525
5022633,102.44,102.34625,102.40875,102.3775,102.34625
5022638,102.1075,102.20125,102.20125,102.17,101.95125
5022641,0.0,0.0,0.0,0.0,0.0
5022643,102.6725,102.76625,102.70375,102.735,102.45375
5022644,101.0025,100.97125,101.03375,101.0025,100.84625
5022649,102.235,102.26625,102.20375,102.2975,102.14125
5022654,0.0,0.0,0.0,0.0,0.0
5022658,0.0,0.0,0.0,0.0,0.0
5022663,0.0,0.0,0.0,0.0,0.0
5022666,102.2975,102.26625,102.32875,102.2975,102.26625
5022671,104.395,104.48875,104.42625,104.42625,104.36375
5022672,97.48125,97.54375,97.48125,97.5125,97.5125
5022677,98.4425,98.47375,98.47375,98.47375,98.41125
5022678,95.325,95.35625,95.35625,95.325,95.16875
5022682,100.1275,100.09625,100.15875,100.1275,100.09625
5022687,100.94,100.97125,100.97125,100.94,100.90875
5022692,103.6075,103.70125,103.63875,103.6075,103.51375
5022694,101.59625,101.53375,101.59625,101.565,101.44
5022697,101.19,101.22125,101.22125,101.2525,100.97125
5022701,102.8125,102.78125,102.90625,102.875,102.65625
5022703,101.0025,100.97125,101.03375,101.0025,100.84625
5022704,101.19,101.22125,101.22125,101.2525,100.97125
5022709,105.25,105.28125,105.28125,105.3125,105.28125
5022711,102.565,102.59625,102.53375,102.5025,102.47125
5022714,104.64125,104.70375,104.70375,104.6725,104.5475
5022719,101.815,101.90875,101.84625,101.84625,101.78375
5022721,100.94,100.97125,100.97125,100.94,100.90875
5022722,0.0,0.0,0.0,0.0,0.0
5022725,98.28625,98.34875,98.41125,98.38,98.255
5022728,102.36,102.39125,102.39125,102.36,102.32875
5022731,103.7975,103.76625,103.76625,103.735,103.82875
5022733,97.88,97.91125,97.91125,97.9425,97.66125
5022738,0.0,0.0,0.0,0.0,0.0
5022742,98.88,98.91125,98.84875,98.88,98.91125
5022743,102.36,102.26625,102.32875,102.36,102.26625
5022748,98.5675,98.59875,98.59875,98.59875,98.41125
5022753,100.94,100.97125,100.97125,100.94,100.90875
5022758,95.2,95.23125,95.23125,95.2,95.16875
5022762,101.6275,101.72125,101.59625,101.6275,101.65875
5022764,0.0,0.0,0.0,0.0,0.0
5022768,97.505,97.41125,97.47375,97.4425,97.47375
5022770,101.84625,101.90875,101.90875,101.94,101.6275
5022772,102.4225,102.39125,102.39125,102.4225,102.32875
5022775,102.3775,102.34625,102.34625,102.315,102.40875
5022777,101.1275,101.22125,101.22125,101.19,100.97125
5022781,104.0475,104.14125,104.01625,104.0475,104.07875
5022786,100.94,100.97125,100.97125,100.94,100.90875
5022790,104.57875,104.57875,104.57875,104.5475,104.485
5022791,100.44,100.47125,100.40875,100.5025,100.34625
5022794,102.0925,102.18625,102.06125,102.0925,102.12375
5022796,96.7625,96.73125,96.73125,96.7,96.66875
5022797,101.65875,101.65875,101.72125,101.69,101.5025
5022802,102.96875,102.96875,103.03125,103.0,102.8125
5022807,102.2525,102.34625,102.22125,102.2525,102.28375
5022809,102.565,102.59625,102.59625,102.565,102.47125
5022811,0.0,0.0,0.0,0.0,0.0
5022816,102.06125,102.12375,102.06125,102.0925,102.0925
5022819,103.22125,103.28375,103.28375,103.2525,103.1275
5022823,103.82625,103.88875,103.82625,103.8575,103.8575
5022824,0.0,0.0,0.0,0.0,0.0
5022827,0.0,0.0,0.0,0.0,0.0
5022829,104.20125,104.26375,104.26375,104.2325,104.1075
5022832,102.5475,102.64125,102.64125,102.61,102.39125
5022833,100.94,100.97125,100.97125,100.94,100.90875
5022834,104.20125,104.26375,104.20125,104.2325,104.2325
5022838,102.84625,102.90875,102.84625,102.8775,102.8775
5022841,102.8575,102.88875,102.88875,102.88875,102.70125
5022846,101.19,101.22125,101.15875,101.2525,101.09625
5022847,104.26625,104.32875,104.26625,104.2975,104.2975
5022848,103.86,103.89125,103.82875,103.7975,103.89125
5022853,97.505,97.53625,97.47375,97.5675,97.41125
5022856,101.815,101.78375,101.84625,101.84625,101.65875
5022858,102.6275,102.59625,102.59625,102.6275,102.53375
5022863,0.0,0.0,0.0,0.0,0.0
5022868,103.985,104.01625,104.01625,103.985,103.89125
5022871,97.63,97.66125,97.66125,97.63,97.59875
5022874,102.485,102.51625,102.57875,102.5475,102.32875
5022875,99.91125,99.97375,99.97375,99.9425,99.8175
5022879,99.3175,99.41125,99.28625,99.3175,99.34875
5022882,101.53375,101.53375,101.59625,101.565,101.5025
