loan_id,closing_date,file_in_audit,file_audit_complete,file_sent_to_custodian,file_at_custodian
5033963,2021-08-16,2021-08-20 02:38:08.962,2021-08-24 03:08:30.712,2021-08-25 10:31:12.367,2021-08-27 10:31:12.367
5026112,2021-08-16,2021-08-20 21:18:38.553,2021-08-23 21:18:38.553,2021-08-23 21:18:38.553,2021-08-25 21:18:38.553
5035362,2021-08-17,2021-08-20 07:39:24.590,2021-08-23 07:39:24.590,2021-08-23 07:39:24.590,2021-08-25 07:39:24.590
5027284,2021-08-17,2021-08-23 03:31:19.775,2021-08-24 03:31:19.775,2021-08-26 09:11:22.518,2021-08-30 09:11:22.518
5032647,2021-08-17,2021-08-23 16:08:14.530,2021-08-24 16:08:14.530,2021-08-25 22:33:49.804,2021-08-27 22:33:49.804
5024202,2021-08-18,2021-08-20 00:00:00.000,2021-08-23 15:25:28.073,2021-08-24 15:25:28.073,2021-08-26 15:25:28.073
5026171,2021-08-18,2021-08-23 06:59:20.292,2021-08-25 06:59:20.292,2021-08-26 06:59:20.292,2021-08-30 06:59:20.292
5027918,2021-08-18,2021-08-24 00:09:11.589,2021-08-26 14:45:34.953,2021-08-27 23:20:08.570,2021-08-30 23:20:08.570
5028189,2021-08-18,2021-08-24 22:58:04.538,2021-08-27 04:16:07.353,2021-08-30 04:16:07.353,
5024320,2021-08-19,2021-08-23 00:00:00.000,2021-08-23 00:00:00.000,2021-08-24 07:47:45.884,2021-08-26 07:47:45.884
5029226,2021-08-19,,,2021-08-26 10:32:02.507,2021-08-30 10:32:02.507
5031275,2021-08-19,,,2021-08-26 17:50:36.674,2021-08-30 17:50:36.674
5031358,2021-08-19,,,2021-08-30 01:09:17.222,2021-09-01 01:09:17.222
5027081,2021-08-19,,,2021-08-30 10:39:04.837,2021-09-01 10:39:04.837
5029205,2021-08-20,2021-08-23 05:05:25.987,2021-08-27 19:19:53.772,2021-08-30 19:19:53.772,2021-09-01 19:19:53.772
5035414,2021-08-20,2021-08-23 16:09:41.744,2021-08-24 16:09:41.744,2021-08-26 00:56:07.322,2021-08-30 00:56:07.322
5035888,2021-08-20,2021-08-23 23:00:22.224,2021-08-26 18:28:47.929,2021-08-27 18:28:47.929,2021-08-30 18:28:47.929
5028763,2021-08-20,2021-08-24 12:31:08.939,2021-08-27 12:05:59.629,,
5029833,2021-08-20,2021-08-24 23:53:34.904,2021-08-30 03:30:36.936,2021-08-31 05:02:24.053,2021-09-02 05:02:24.053
5029802,2021-08-20,2021-08-25 02:16:17.981,2021-08-30 06:10:22.889,2021-08-30 06:10:22.889,2021-09-01 06:10:22.889
5033179,2021-08-20,2021-08-25 21:12:39.742,2021-08-27 21:12:39.742,2021-08-30 21:12:39.742,2021-09-01 21:12:39.742
5028018,2021-08-20,,,2021-08-25 03:01:37.396,2021-08-27 03:01:37.396
5022229,2021-08-21,2021-08-23 00:00:00.000,2021-08-25 00:00:00.000,2021-08-26 04:01:06.503,2021-08-30 04:01:06.503
5033371,2021-08-21,2021-08-23 06:18:05.500,2021-08-25 20:19:04.666,2021-08-27 18:29:21.293,2021-08-30 18:29:21.293
5023387,2021-08-21,2021-08-23 22:04:36.267,2021-08-27 11:20:03.649,2021-08-30 11:20:03.649,2021-09-01 11:20:03.649
5026325,2021-08-21,2021-08-23 23:31:34.687,2021-08-31 07:05:53.719,2021-09-02 01:08:11.410,2021-09-06 01:08:11.410
5035918,2021-08-21,2021-08-24 07:40:12.916,2021-08-26 15:51:59.830,2021-08-27 15:51:59.830,2021-08-30 15:51:59.830
5033563,2021-08-21,2021-08-24 20:44:09.786,2021-08-30 18:04:10.900,2021-08-31 23:14:58.235,2021-09-02 23:14:58.235
5028299,2021-08-21,2021-08-25 04:32:55.569,2021-08-27 04:32:55.569,2021-08-30 20:01:06.723,2021-09-01 20:01:06.723
5029004,2021-08-21,2021-08-25 07:44:10.252,2021-08-27 07:44:10.252,2021-08-30 01:31:19.602,2021-09-01 01:31:19.602
5030783,2021-08-21,2021-08-25 12:48:01.556,2021-08-27 12:48:01.556,2021-08-30 12:48:01.556,2021-09-01 12:48:01.556
5027260,2021-08-21,2021-08-26 00:32:00.539,2021-08-30 00:32:00.539,2021-08-30 00:32:00.539,2021-09-01 00:32:00.539
5031347,2021-08-21,2021-08-26 03:13:15.819,2021-08-30 04:08:12.617,2021-08-31 09:12:23.745,2021-09-02 09:12:23.745
5034319,2021-08-21,2021-08-27 23:08:47.391,2021-08-31 06:21:21.335,2021-09-01 06:21:21.335,2021-09-03 06:21:21.335
5021369,2021-08-21,2021-08-30 15:51:20.402,2021-08-31 15:51:20.402,2021-09-01 15:51:20.402,2021-09-03 15:51:20.402
5030682,2021-08-23,2021-08-25 00:00:00.000,2021-08-27 00:05:54.330,2021-08-30 00:05:54.330,2021-09-01 00:05:54.330
5026446,2021-08-23,2021-08-25 00:00:00.000,2021-08-27 02:10:18.788,2021-08-30 02:10:18.788,2021-09-01 02:10:18.788
5029816,2021-08-23,2021-08-25 00:00:00.000,2021-08-27 07:53:37.111,2021-08-30 07:53:37.111,2021-09-01 07:53:37.111
5023427,2021-08-23,2021-08-25 00:00:00.000,2021-08-27 17:55:15.680,2021-08-30 17:55:15.680,2021-09-01 17:55:15.680
5026316,2021-08-23,2021-08-25 00:00:00.000,2021-08-31 18:35:01.892,2021-09-01 23:48:05.324,2021-09-03 23:48:05.324
5031363,2021-08-23,2021-08-25 06:01:52.271,2021-08-27 12:55:38.204,2021-08-30 10:13:23.140,2021-09-01 10:13:23.140
5037618,2021-08-23,2021-08-25 06:42:57.939,2021-08-27 06:42:57.939,2021-08-30 11:46:06.248,2021-09-01 11:46:06.248
5037434,2021-08-23,2021-08-25 07:03:50.318,2021-08-27 07:03:50.318,2021-08-30 07:03:50.318,2021-09-01 07:03:50.318
5033410,2021-08-23,2021-08-26 05:31:42.127,2021-08-30 05:31:42.127,2021-08-30 05:31:42.127,2021-09-01 05:31:42.127
5034923,2021-08-23,2021-08-26 18:57:08.694,2021-08-30 00:17:02.114,2021-08-30 09:20:07.394,2021-09-01 09:20:07.394
5031815,2021-08-23,2021-08-26 23:27:14.140,2021-09-02 06:20:11.023,2021-09-03 20:21:27.657,2021-09-06 20:21:27.657
5021576,2021-08-23,2021-08-27 04:52:20.981,2021-08-30 20:16:47.468,2021-08-30 20:16:47.468,2021-09-01 20:16:47.468
5032570,2021-08-23,2021-08-27 13:56:33.793,2021-08-30 15:19:42.152,2021-08-31 15:19:42.152,2021-09-02 15:19:42.152
5032834,2021-08-23,2021-08-27 17:29:03.002,2021-08-31 15:36:06.854,2021-09-02 10:46:55.436,2021-09-06 10:46:55.436
5037351,2021-08-23,2021-08-27 22:46:08.307,2021-08-30 22:46:08.307,2021-08-30 22:46:08.307,2021-09-01 22:46:08.307
5026124,2021-08-23,2021-08-30 03:54:05.185,2021-08-30 04:35:38.511,2021-08-31 04:35:38.511,2021-09-02 04:35:38.511
5028975,2021-08-23,2021-08-30 07:27:17.991,2021-08-30 12:10:28.731,2021-08-31 12:10:28.731,2021-09-02 12:10:28.731
5023515,2021-08-23,2021-08-30 07:53:24.043,2021-09-01 17:32:33.075,2021-09-03 15:22:25.153,2021-09-06 15:22:25.153
5033983,2021-08-23,2021-08-30 08:19:33.120,2021-08-31 08:19:33.120,2021-09-01 08:19:33.120,2021-09-03 08:19:33.120
5031353,2021-08-23,2021-08-30 09:49:00.826,2021-08-31 17:02:22.462,2021-09-01 23:42:09.360,2021-09-03 23:42:09.360
5033259,2021-08-23,2021-08-30 10:31:54.577,2021-09-03 12:55:48.692,2021-09-06 12:55:48.692,2021-09-08 12:55:48.692
5027121,2021-08-23,2021-08-30 13:15:25.786,2021-08-30 13:15:25.786,2021-08-31 13:15:25.786,2021-09-02 13:15:25.786
5026756,2021-08-23,2021-08-30 14:45:06.994,2021-08-31 14:45:06.994,2021-09-01 14:45:06.994,2021-09-03 14:45:06.994
5037532,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,2021-09-01 00:00:00.000
5035218,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,2021-09-01 00:00:00.000
5027995,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,2021-09-01 00:00:00.000
5028344,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,2021-09-01 00:00:00.000
5027477,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,2021-09-01 00:00:00.000
5031456,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 00:00:00.000,2021-09-01 00:00:00.000
5026459,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 10:11:00.887,2021-09-01 10:11:00.887
5024361,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 11:19:19.415,2021-09-01 11:19:19.415
5032681,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 19:10:14.563,2021-09-01 19:10:14.563
5037540,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:00:00.000,2021-08-30 22:19:51.854,2021-09-01 22:19:51.854
5023419,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 00:07:18.993,2021-09-01 14:03:01.149,2021-09-03 14:03:01.149
5021912,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 08:23:29.999,2021-08-31 21:19:57.364,2021-09-02 21:19:57.364
5021597,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 16:34:55.792,2021-08-31 04:46:44.036,2021-09-02 04:46:44.036
5022521,2021-08-24,2021-08-26 00:00:00.000,2021-08-30 21:51:12.177,2021-08-30 21:51:12.177,2021-09-01 21:51:12.177
5027016,2021-08-24,2021-08-26 01:43:30.866,2021-08-30 01:43:30.866,2021-08-30 01:43:30.866,2021-09-01 01:43:30.866
5028934,2021-08-24,2021-08-26 04:09:21.322,2021-08-30 14:08:27.386,2021-08-30 14:08:27.386,2021-09-01 14:08:27.386
5035153,2021-08-24,2021-08-26 04:26:40.163,2021-08-30 04:26:40.163,2021-08-30 05:32:21.227,2021-09-01 05:32:21.227
5033918,2021-08-24,2021-08-26 05:26:56.064,2021-08-30 22:16:08.135,2021-08-30 23:58:42.643,2021-09-01 23:58:42.643
5033420,2021-08-24,2021-08-26 06:34:04.821,2021-08-30 06:25:47.755,2021-08-30 11:30:53.877,2021-09-01 11:30:53.877
5027542,2021-08-24,2021-08-26 07:11:48.213,2021-08-30 20:03:28.086,2021-08-30 08:20:11.988,2021-09-01 08:20:11.988
5027322,2021-08-24,2021-08-26 07:53:26.088,2021-08-30 07:53:26.088,2021-08-30 07:53:26.088,2021-09-01 07:53:26.088
5031883,2021-08-24,2021-08-26 10:29:29.226,2021-08-31 09:17:59.764,2021-09-01 09:17:59.764,2021-09-03 09:17:59.764
5035971,2021-08-24,2021-08-26 10:35:28.032,2021-08-30 10:35:28.032,2021-08-30 04:32:43.242,2021-09-01 04:32:43.242
5033114,2021-08-24,2021-08-26 11:59:38.426,2021-08-31 22:58:34.590,2021-09-02 01:57:29.327,2021-09-06 01:57:29.327
5031894,2021-08-24,2021-08-26 12:29:59.405,2021-08-30 23:22:07.560,2021-08-31 05:25:49.807,2021-09-02 05:25:49.807
5036559,2021-08-24,2021-08-26 13:20:21.645,2021-08-30 13:20:21.645,2021-08-30 13:20:21.645,2021-09-01 13:20:21.645
5022509,2021-08-24,2021-08-26 15:36:08.506,2021-08-31 19:20:59.353,2021-09-02 15:08:06.608,2021-09-06 15:08:06.608
5024879,2021-08-24,2021-08-26 15:54:26.965,2021-08-30 15:54:26.965,2021-08-30 22:27:14.355,2021-09-01 22:27:14.355
5035024,2021-08-24,2021-08-26 16:09:53.378,2021-08-30 16:09:53.378,2021-08-30 16:09:53.378,2021-09-01 16:09:53.378
5027264,2021-08-24,2021-08-26 17:26:54.196,2021-08-30 17:26:54.196,2021-08-30 17:26:54.196,2021-09-01 17:26:54.196
5023516,2021-08-24,2021-08-26 17:36:39.718,2021-08-30 17:36:39.718,2021-08-30 04:53:09.141,2021-09-01 04:53:09.141
5024060,2021-08-24,2021-08-26 22:07:42.594,2021-08-30 23:53:39.278,2021-08-30 11:23:14.850,2021-09-01 11:23:14.850
5025189,2021-08-24,2021-08-26 22:11:55.637,2021-08-30 00:40:22.363,2021-08-30 09:44:40.853,2021-09-01 09:44:40.853
5024086,2021-08-24,2021-08-26 23:05:32.098,2021-08-30 23:05:32.098,2021-08-30 23:05:32.098,2021-09-01 23:05:32.098
5022858,2021-08-24,2021-08-27 00:35:17.745,2021-08-30 00:35:17.745,2021-08-30 00:35:17.745,2021-09-01 00:35:17.745
5028912,2021-08-24,2021-08-27 04:58:40.745,2021-08-30 04:58:40.745,2021-08-30 04:58:40.745,2021-09-01 04:58:40.745
5033160,2021-08-24,2021-08-27 05:52:15.300,2021-08-30 05:52:15.300,2021-08-30 05:52:15.300,2021-09-01 05:52:15.300
5035375,2021-08-24,2021-08-27 06:08:43.287,2021-08-30 06:08:43.287,2021-08-30 23:01:01.709,2021-09-01 23:01:01.709
5027412,2021-08-24,2021-08-27 06:38:37.165,2021-08-30 06:38:37.165,2021-08-30 06:38:37.165,2021-09-01 06:38:37.165
5033546,2021-08-24,2021-08-27 07:22:31.614,2021-09-01 15:12:23.758,2021-09-02 15:12:23.758,2021-09-06 15:12:23.758
5033495,2021-08-24,2021-08-27 07:26:44.225,2021-08-30 07:26:44.225,2021-08-30 07:26:44.225,2021-09-01 07:26:44.225
5025283,2021-08-24,2021-08-27 08:02:26.229,2021-08-30 08:02:26.229,2021-08-30 19:31:19.259,2021-09-01 19:31:19.259
5028690,2021-08-24,2021-08-27 08:05:53.926,2021-08-30 13:40:40.268,2021-08-30 13:40:40.268,2021-09-01 13:40:40.268
5037604,2021-08-24,2021-08-27 08:19:23.487,2021-08-30 08:19:23.487,2021-08-31 04:07:47.035,2021-09-02 04:07:47.035
5027140,2021-08-24,2021-08-27 08:36:40.080,2021-08-30 08:36:40.080,2021-08-30 21:44:51.149,2021-09-01 21:44:51.149
5022315,2021-08-24,2021-08-27 08:50:44.637,2021-08-30 08:50:44.637,2021-08-30 19:14:07.832,2021-09-01 19:14:07.832
5024304,2021-08-24,2021-08-27 08:58:31.193,2021-08-30 08:58:31.193,2021-08-30 08:58:31.193,2021-09-01 08:58:31.193
5032196,2021-08-24,2021-08-27 11:07:38.057,2021-08-30 11:07:38.057,2021-08-31 02:35:54.559,2021-09-02 02:35:54.559
5021519,2021-08-24,2021-08-27 11:28:59.441,2021-08-30 11:28:59.441,2021-08-30 23:12:15.387,2021-09-01 23:12:15.387
5030857,2021-08-24,2021-08-27 11:33:35.322,2021-08-30 20:18:30.797,2021-08-31 22:42:43.521,2021-09-02 22:42:43.521
5027530,2021-08-24,2021-08-27 11:53:21.836,2021-08-30 11:53:21.836,2021-08-31 04:43:41.858,2021-09-02 04:43:41.858
5023012,2021-08-24,2021-08-27 13:06:23.738,2021-08-30 13:06:23.738,2021-08-31 23:41:28.843,2021-09-02 23:41:28.843
5031366,2021-08-24,2021-08-27 13:48:28.027,2021-08-31 11:14:14.491,2021-09-01 11:14:14.491,2021-09-03 11:14:14.491
5029339,2021-08-24,2021-08-27 13:58:59.833,2021-08-30 13:58:59.833,2021-08-30 13:58:59.833,2021-09-01 13:58:59.833
5036455,2021-08-24,2021-08-27 14:13:33.641,2021-09-06 08:45:56.690,2021-09-06 08:45:56.690,2021-09-08 08:45:56.690
5037328,2021-08-24,2021-08-27 16:01:38.974,2021-08-30 16:01:38.974,2021-08-30 16:01:38.974,2021-09-01 16:01:38.974
5025647,2021-08-24,2021-08-27 16:06:39.835,2021-08-30 22:26:37.438,2021-09-01 02:44:56.648,2021-09-03 02:44:56.648
5027302,2021-08-24,2021-08-27 20:05:24.152,2021-08-30 20:05:24.152,2021-09-01 16:39:11.976,2021-09-03 16:39:11.976
5033672,2021-08-24,2021-08-27 20:49:58.825,2021-08-30 20:49:58.825,2021-08-30 20:49:58.825,2021-09-01 20:49:58.825
5023020,2021-08-24,2021-08-27 22:46:41.459,2021-08-30 21:23:35.426,2021-08-31 21:23:35.426,2021-09-02 21:23:35.426
5029950,2021-08-24,2021-08-27 23:01:18.660,2021-08-30 23:01:18.660,2021-08-31 20:32:32.447,2021-09-02 20:32:32.447
5031372,2021-08-24,2021-08-30 00:23:01.866,2021-08-30 00:23:01.866,2021-08-31 16:45:02.049,2021-09-02 16:45:02.049
5031427,2021-08-24,2021-08-30 02:15:02.572,2021-08-30 04:09:54.030,2021-09-01 01:20:24.853,2021-09-03 01:20:24.853
5026389,2021-08-24,2021-08-30 03:54:29.997,2021-09-01 21:37:55.206,2021-09-03 00:55:18.728,2021-09-06 00:55:18.728
5022719,2021-08-24,2021-08-30 05:19:54.262,2021-08-31 13:21:39.127,2021-09-01 21:51:26.423,2021-09-03 21:51:26.423
5031414,2021-08-24,2021-08-30 06:07:52.700,2021-08-31 06:07:52.700,2021-09-01 06:07:52.700,2021-09-03 06:07:52.700
5029308,2021-08-24,2021-08-30 06:50:03.589,2021-08-31 06:50:03.589,2021-09-03 00:44:27.048,2021-09-06 00:44:27.048
5023717,2021-08-24,2021-08-30 06:52:26.695,2021-08-30 06:52:26.695,2021-08-31 06:52:26.695,2021-09-02 06:52:26.695
5034363,2021-08-24,2021-08-30 07:27:05.398,2021-08-31 07:27:05.398,2021-09-01 07:27:05.398,2021-09-03 07:27:05.398
5032154,2021-08-24,2021-08-30 07:40:22.601,2021-08-31 07:40:22.601,2021-09-02 19:46:18.032,2021-09-06 19:46:18.032
5032922,2021-08-24,2021-08-30 07:48:16.501,2021-08-30 17:47:37.791,2021-08-31 17:47:37.791,2021-09-02 17:47:37.791
5029259,2021-08-24,2021-08-30 08:13:52.569,2021-08-31 19:10:43.071,2021-09-01 19:10:43.071,2021-09-03 19:10:43.071
5029932,2021-08-24,2021-08-30 08:42:24.078,2021-09-01 08:42:24.078,2021-09-02 08:42:24.078,2021-09-06 08:42:24.078
5029019,2021-08-24,2021-08-30 08:44:27.168,2021-08-31 08:44:27.168,2021-09-01 08:44:27.168,2021-09-03 08:44:27.168
5027265,2021-08-24,2021-08-30 08:55:21.513,2021-09-01 19:34:48.296,2021-09-02 19:34:48.296,2021-09-06 19:34:48.296
5021758,2021-08-24,2021-08-30 09:22:32.270,2021-08-30 09:22:32.270,2021-08-31 09:22:32.270,2021-09-02 09:22:32.270
5036838,2021-08-24,2021-08-30 10:08:20.766,2021-08-30 10:08:20.766,2021-08-31 19:09:01.746,2021-09-02 19:09:01.746
5034654,2021-08-24,2021-08-30 10:19:20.702,2021-08-30 10:19:20.702,2021-08-31 10:19:20.702,2021-09-02 10:19:20.702
5034394,2021-08-24,2021-08-30 11:57:58.939,2021-08-30 16:40:31.149,2021-09-01 18:29:52.794,2021-09-03 18:29:52.794
5037636,2021-08-24,2021-08-30 12:06:55.006,2021-09-01 05:34:00.024,2021-09-02 05:34:00.024,2021-09-06 05:34:00.024
5031903,2021-08-24,2021-08-30 12:12:59.236,2021-08-31 08:19:46.463,2021-09-01 18:23:30.449,2021-09-03 18:23:30.449
5024340,2021-08-24,2021-08-30 12:22:05.517,2021-09-01 12:22:05.517,2021-09-06 11:21:35.748,2021-09-08 11:21:35.748
5032366,2021-08-24,2021-08-30 12:51:55.048,2021-08-31 12:51:55.048,2021-09-01 12:51:55.048,2021-09-03 12:51:55.048
5034002,2021-08-24,2021-08-30 13:16:47.078,2021-09-06 00:11:11.710,2021-09-06 00:11:11.710,2021-09-08 00:11:11.710
5024323,2021-08-24,2021-08-30 13:17:00.323,2021-08-30 13:17:00.323,2021-08-31 13:17:00.323,2021-09-02 13:17:00.323
5032599,2021-08-24,2021-08-30 14:54:55.902,2021-09-01 21:27:09.475,2021-09-02 21:27:09.475,2021-09-06 21:27:09.475
5025250,2021-08-24,2021-08-30 15:36:26.727,2021-08-31 15:36:26.727,2021-09-01 15:36:26.727,2021-09-03 15:36:26.727
5035265,2021-08-24,2021-08-30 15:39:54.292,2021-08-31 15:39:54.292,2021-09-01 15:39:54.292,2021-09-03 15:39:54.292
5024557,2021-08-24,2021-08-30 16:02:14.588,2021-08-30 16:02:14.588,2021-09-01 04:15:09.874,2021-09-03 04:15:09.874
5037358,2021-08-24,2021-08-30 16:10:40.079,2021-09-02 02:19:42.120,2021-09-03 02:19:42.120,2021-09-06 02:19:42.120
5025325,2021-08-24,2021-08-30 18:09:33.454,2021-09-01 20:36:57.863,2021-09-06 06:49:24.157,2021-09-08 06:49:24.157
5032654,2021-08-24,2021-08-30 18:20:08.600,2021-09-01 00:15:24.053,2021-09-02 06:09:19.863,2021-09-06 06:09:19.863
5036805,2021-08-24,2021-08-30 18:23:40.314,2021-08-30 18:23:40.314,2021-09-01 11:36:59.726,2021-09-03 11:36:59.726
5021673,2021-08-24,2021-08-30 19:43:09.005,2021-08-31 01:31:50.485,2021-09-01 14:29:14.440,2021-09-03 14:29:14.440
5024540,2021-08-24,2021-08-30 20:01:38.852,2021-09-01 05:20:35.215,2021-09-02 20:17:37.492,2021-09-06 20:17:37.492
5032365,2021-08-24,2021-08-30 21:21:47.709,2021-09-03 06:58:35.020,2021-09-06 06:58:35.020,2021-09-08 06:58:35.020
5033965,2021-08-24,2021-08-30 22:47:31.851,2021-08-30 22:47:31.851,2021-09-01 04:44:17.724,2021-09-03 04:44:17.724
5033635,2021-08-24,2021-08-30 22:56:10.342,2021-09-03 15:20:44.872,2021-09-06 17:15:09.142,2021-09-08 17:15:09.142
5021955,2021-08-24,2021-08-31 03:21:30.644,2021-09-02 03:21:30.644,2021-09-03 03:21:30.644,2021-09-06 03:21:30.644
5023370,2021-08-24,2021-08-31 10:20:06.890,2021-09-02 10:20:06.890,2021-09-03 10:20:06.890,2021-09-06 10:20:06.890
5022379,2021-08-24,2021-08-31 14:31:42.166,2021-09-02 14:31:42.166,2021-09-03 14:31:42.166,2021-09-06 14:31:42.166
5021468,2021-08-24,2021-08-31 21:38:01.163,2021-09-06 14:44:28.731,2021-09-06 00:01:53.774,2021-09-08 00:01:53.774
5025198,2021-08-24,2021-09-01 12:11:46.101,2021-09-03 12:11:46.101,2021-09-06 23:11:16.850,2021-09-08 23:11:16.850
5022596,2021-08-24,2021-09-01 14:21:19.899,2021-09-06 03:58:28.212,2021-09-07 03:58:28.212,2021-09-09 03:58:28.212
5024922,2021-08-24,2021-09-01 14:29:07.609,2021-09-06 17:57:18.456,2021-09-07 20:26:19.556,2021-09-09 20:26:19.556
5027345,2021-08-24,2021-09-02 03:23:48.844,2021-09-06 05:24:38.495,2021-09-07 06:52:37.205,2021-09-09 06:52:37.205
5023489,2021-08-24,2021-09-02 14:31:40.366,2021-09-06 14:31:40.366,2021-09-06 14:31:40.366,2021-09-08 14:31:40.366
