"order_date","order_id","user_id","product_name","province","shipping_option","total_amount","order_status"
"2024-01-02","24010219U3MZPA","gap1998","📹 กล้องหน้ารถ Dashcam 4K Tesla Model S TeslaEdge | Dashcam 4K WiFi GPS หน้า-หลัง ติดตั้งซ่อน","จังหวัดหนองบัวลำภู","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","11385.0","สำเร็จแล้ว"
"2024-01-02","24010274L7NUN8","dangride","🧻 ที่ใส่ทิชชู่ในรถ Tesla TeslaEdge | Tissue Box Holder หนัง PU สไตล์มินิมอล","จังหวัดสมุทรปราการ","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","462.0","สำเร็จแล้ว"
"2024-01-02","240102F9YEE0XB","gap.thai","⚫ ชุด Chrome Delete Tesla Model 3 TeslaEdge | Chrome Delete Kit Matte Black Vinyl","จังหวัดตรัง","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","2901.0","สำเร็จแล้ว"
"2024-01-03","240103LN5O5WX0","mewfast","💫 ไฟ LED ป้ายทะเบียน Tesla Model 3 TeslaEdge | License Plate LED White 6000K ติดตั้งง่าย","จังหวัดปราจีนบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","348.0","สำเร็จแล้ว"
"2024-01-04","240104SJUMSRIV","singzen","👔 ที่แขวนสูทหลังเบาะ Tesla Model S TeslaEdge | Headrest Coat Hanger สแตนเลส","จังหวัดบุรีรัมย์","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","721.0","สำเร็จแล้ว"
"2024-01-04","240104XOFRIVPX","boss_plus","📏 สายชาร์จ Extension Cable 10m TeslaEdge | EV Charging Extension Cable กันน้ำ","จังหวัดสกลนคร","Standard Delivery - ส่งธรรมดาในประเทศ-KEX Express","2916.0","สำเร็จแล้ว"
"2024-01-04","2401045WDFEAYD","golf.1996","🔘 ฝาครอบปุ่มพวงมาลัย Tesla Model S/X TeslaEdge | Steering Wheel Button Cover Carbon","จังหวัดสงขลา","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","832.0","สำเร็จแล้ว"
"2024-01-04","2401045PKMRVOA","true_bkk","🎨 ปากกาแต้มสีล้อ Tesla TeslaEdge | Wheel Touch-up Paint Pen ซ่อมรอยขีดข่วน","จังหวัดพังงา","ผู้ขายทำการจัดส่งให้","611.0","สำเร็จแล้ว"
"2024-01-04","2401046WB2HX2T","benz.plus","🔗 ตาข่ายกั้นท้ายรถ Tesla Model Y TeslaEdge | Cargo Net Trunk กันของตก ยืดหยุ่นสูง","จังหวัดชัยภูมิ","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","665.0","สำเร็จแล้ว"
"2024-01-04","240104DTQJH6NR","sun_111","🧊 พรม Frunk Tesla Model 3 TeslaEdge | Frunk Mat TPE กันน้ำ ทนทาน","จังหวัดกาญจนบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-KEX Express","1626.0","สำเร็จแล้ว"
"2024-01-05","240105KBNY9DGO","truepro","🧻 ที่ใส่ทิชชู่ในรถ Tesla TeslaEdge | Tissue Box Holder หนัง PU สไตล์มินิมอล","จังหวัดสุราษฎร์ธานี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","398.0","สำเร็จแล้ว"
"2024-01-05","240105ZUJI3XHK","smart_go","📱 ฟิล์มกันรอยจอสัมผัส Tesla Model S TeslaEdge | 9H Tempered Glass Screen Protector","จังหวัดแพร่","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","4416.0","สำเร็จแล้ว"
"2024-01-05","240105UL6LX6PH","stamp.plus","🔳 กรอบป้ายทะเบียน Tesla TeslaEdge | License Plate Frame Carbon Fiber หน้า-หลัง","จังหวัดพัทลุง","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","747.0","สำเร็จแล้ว"
"2024-01-05","240105XW7W5O22","yui44","📡 กล่อง OBD2 Scanner Tesla TeslaEdge | OBD2 Bluetooth Diagnostic Scanner ตรวจสภาพรถ","จังหวัดพัทลุง","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","1759.0","สำเร็จแล้ว"
"2024-01-05","240105DXZE3WWM","kik1995","🗃️ กล่องเก็บของคอนโซลกลาง Tesla Model S TeslaEdge | Center Console Organizer Tray ถาดแบ่งช่อง","จังหวัดปทุมธานี","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","1552.0","สำเร็จแล้ว"
"2024-01-05","2401056PVPGVT8","dew1992","💡 ไฟเท้า Ambient LED Tesla Model 3 TeslaEdge | Footwell RGB LED 256 สี ควบคุมผ่านแอพ","จังหวัดสระแก้ว","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","1241.0","สำเร็จแล้ว"
"2024-01-06","240106GUTZL3O2","rome.ev","⚫ ชุด Chrome Delete Tesla Model Y TeslaEdge | Chrome Delete Kit Matte Black Vinyl","จังหวัดลำปาง","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","3068.0","สำเร็จแล้ว"
"2024-01-06","240106EP1GTTSB","pear_bkk","🌟 ไฟ Frunk LED Tesla Model Y TeslaEdge | Frunk Light Upgrade ติดตั้งง่าย","จังหวัดพระนครศรีอยุธยา","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","571.0","สำเร็จแล้ว"
"2024-01-06","240106MB3KP4DO","porride","👔 ที่แขวนสูทหลังเบาะ Tesla Model S TeslaEdge | Headrest Coat Hanger สแตนเลส","จังหวัดแพร่","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","539.0","สำเร็จแล้ว"
"2024-01-06","240106OCDO10G3","new1993","👔 ที่แขวนสูทหลังเบาะ Tesla Model Y TeslaEdge | Headrest Coat Hanger สแตนเลส","จังหวัดระยอง","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","442.0","สำเร็จแล้ว"
"2024-01-06","240106NQUTEIBK","aom1998","💪 แผ่นกันรอยที่วางแขน Tesla Model 3 TeslaEdge | Armrest Pad Protector หนัง PU","จังหวัดอุตรดิตถ์","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","751.0","สำเร็จแล้ว"
"2024-01-06","2401067URV7O66","cher.old","💼 กล่อง CCS Adapter Case TeslaEdge | กล่องเก็บ CCS Adapter กันกระแทก","จังหวัดสมุทรปราการ","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","789.0","สำเร็จแล้ว"
"2024-01-06","240106E9MN6VF7","mark_drive","📖 ไฟอ่านหนังสือ LED Tesla Model 3 TeslaEdge | Reading Light Upgrade Ultra Bright","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","498.0","สำเร็จแล้ว"
"2024-01-07","240107TSSVZK77","art123","🧻 ที่ใส่ทิชชู่ในรถ Tesla TeslaEdge | Tissue Box Holder หนัง PU สไตล์มินิมอล","จังหวัดจันทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","281.0","สำเร็จแล้ว"
"2024-01-07","240107KJBZ129P","earn55","🔋 Power Bank Solar 30000mAh TeslaEdge | แบตสำรองโซล่าร์ สำหรับตั้งแคมป์กับ Tesla","จังหวัดสุราษฎร์ธานี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","6204.0","สำเร็จแล้ว"
"2024-01-07","2401074ZVQ3JTY","lynn22","💫 ไฟ LED ป้ายทะเบียน Tesla Model 3 TeslaEdge | License Plate LED White 6000K ติดตั้งง่าย","จังหวัดลพบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","370.0","สำเร็จแล้ว"
"2024-01-07","240107QYS87CQ7","arm2003","☕ ที่วางแก้ว Tesla Model S/X TeslaEdge | Cup Holder Insert ซิลิโคน กันลื่น","จังหวัดปทุมธานี","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","566.0","สำเร็จแล้ว"
"2024-01-08","240108FLXJN1LZ","can_city","🪟 ม่านบังแดดหน้าต่าง Tesla Model Y TeslaEdge | Sunshade Window Privacy ม่านพับได้ ครบชุด","จังหวัดชลบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","2380.0","สำเร็จแล้ว"
"2024-01-08","240108FNRZ3Y8Q","pondplus","🔌 USB Hub อเนกประสงค์ Tesla Model Y TeslaEdge | USB Hub 4-Port PD Fast Charge ช่องคอนโซล","จังหวัดอุบลราชธานี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","1247.0","สำเร็จแล้ว"
"2024-01-08","2401080VMK5TDU","jib_1994","🪟 ม่านบังแดดหน้าต่าง Tesla Model Y TeslaEdge | Sunshade Window Privacy ม่านพับได้ ครบชุด","จังหวัดนนทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","1125.0","สำเร็จแล้ว"
"2024-01-08","240108SYYGASX5","wan.1991","📦 ถาดท้ายรถ TPE Tesla Model 3 TeslaEdge | Trunk Mat กันน้ำ กันรอย ตัดตรงรุ่น","จังหวัดพัทลุง","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","1690.0","สำเร็จแล้ว"
"2024-01-08","240108RAWEQXUG","zencity","🌈 ไฟ LED ใต้ท้องรถ Tesla Model Y TeslaEdge | Under Glow RGB LED Strip กันน้ำ IP67","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","2945.0","สำเร็จแล้ว"
"2024-01-08","240108MT2CJZA6","arm_th","🌟 ไฟ Frunk LED Tesla Model Y TeslaEdge | Frunk Light Upgrade ติดตั้งง่าย","จังหวัดนนทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","851.0","สำเร็จแล้ว"
"2024-01-08","240108L4H542ZN","star.turbo","📱 ที่วางมือถือ MagSafe Tesla Model 3 TeslaEdge | Phone Mount MagSafe 15W Wireless Charge","จังหวัดหนองคาย","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","1482.0","สำเร็จแล้ว"
"2024-01-08","240108KYGWWTVW","naitech","💼 กล่อง CCS Adapter Case TeslaEdge | กล่องเก็บ CCS Adapter กันกระแทก","จังหวัดลำพูน","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","923.0","สำเร็จแล้ว"
"2024-01-09","240109XHDWE4KV","poom77","📦 ถาดท้ายรถ TPE Tesla Model S TeslaEdge | Trunk Mat กันน้ำ กันรอย ตัดตรงรุ่น","จังหวัดนนทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","1572.0","สำเร็จแล้ว"
"2024-01-09","240109OFH08JLK","zenspeed","🎒 กระเป๋า Portable Charger Bag TeslaEdge | กระเป๋าชาร์จพกพา กันน้ำ ทนทาน","จังหวัดเพชรบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","3226.0","สำเร็จแล้ว"
"2024-01-09","24010963XU5LBG","nick1994","🔊 ลำโพงอัปเกรด Tesla Model Y TeslaEdge | Audio Speaker Upgrade Kit เสียงดีขึ้น 3 เท่า","จังหวัดลพบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","3084.0","สำเร็จแล้ว"
"2024-01-10","240110ETIE5OMA","dream_pro","📱 ฟิล์มกันรอยจอสัมผัส Tesla Model Y TeslaEdge | 9H Tempered Glass Screen Protector","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","510.0","สำเร็จแล้ว"
"2024-01-10","240110WTL2V45G","purelife","☕ ที่วางแก้ว Tesla Model S/X TeslaEdge | Cup Holder Insert ซิลิโคน กันลื่น","จังหวัดประจวบคีรีขันธ์","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","956.0","สำเร็จแล้ว"
"2024-01-10","240110K7WLQNSJ","new99","🔮 ไฟฉายโลโก้ประตู Tesla Model S/X TeslaEdge | Door Projector Logo Light LED","จังหวัดพิษณุโลก","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","1425.0","สำเร็จแล้ว"
"2024-01-10","240110F3IKW4S3","beam.turbo","🃏 ซองใส่ Key Card Tesla TeslaEdge | Key Card Holder หนังแท้ กันรอย RFID","จังหวัดนครปฐม","Standard Delivery - ส่งธรรมดาในประเทศ-KEX Express","340.0","สำเร็จแล้ว"
"2024-01-10","240110VN8LVF2H","puretesla","🎨 ฟิล์มกันรอย Dashboard Tesla Model Y TeslaEdge | แผ่นกันรอยหน้าปัด PPF ใส","จังหวัดนครปฐม","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","1246.0","สำเร็จแล้ว"
"2024-01-11","240111BOF9O7CE","beam_top","💡 ไฟเท้า Ambient LED Tesla Model Y TeslaEdge | Footwell RGB LED 256 สี ควบคุมผ่านแอพ","จังหวัดอุดรธานี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","826.0","สำเร็จแล้ว"
"2024-01-11","240111I90TQPZK","purego","📱 ที่วางมือถือ MagSafe Tesla Model Y TeslaEdge | Phone Mount MagSafe 15W Wireless Charge","จังหวัดปทุมธานี","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","2706.0","สำเร็จแล้ว"
"2024-01-11","2401117VWM7ZT2","sing.789","⚫ ฝาครอบดุมล้อ Tesla Model Y TeslaEdge | Hub Cap Center Cover โลโก้ 4 ชิ้น","จังหวัดสุพรรณบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","453.0","สำเร็จแล้ว"
"2024-01-11","240111TUETE9UV","pure55","🎨 ฟิล์มกันรอย Dashboard Tesla Model Y TeslaEdge | แผ่นกันรอยหน้าปัด PPF ใส","จังหวัดชุมพร","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","801.0","สำเร็จแล้ว"
"2024-01-11","240111HJ2RQF24","arm.vip","📖 ไฟอ่านหนังสือ LED Tesla Model 3 TeslaEdge | Reading Light Upgrade Ultra Bright","จังหวัดนนทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","294.0","สำเร็จแล้ว"
"2024-01-12","240112U5A8WEGJ","rome_speed","🔧 ฝาจุกวาล์วล้อ Tesla TeslaEdge | Tire Valve Cap Set สแตนเลส โลโก้ Tesla 4 ชิ้น","จังหวัดนครพนม","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","197.0","สำเร็จแล้ว"
"2024-01-12","240112D23PTXGK","pim_love","🔦 ไฟท้ายรถอัปเกรด LED Tesla Model 3 TeslaEdge | Trunk LED Upgrade Kit สว่างขึ้น 200%","จังหวัดสมุทรปราการ","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","432.0","สำเร็จแล้ว"
"2024-01-12","240112TCMARNJ7","hana.zen","📖 ไฟอ่านหนังสือ LED Tesla Model Y TeslaEdge | Reading Light Upgrade Ultra Bright","จังหวัดภูเก็ต","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","337.0","สำเร็จแล้ว"
"2024-01-13","2401139L4BVZZA","fame.1997","🔗 ตาข่ายกั้นท้ายรถ Tesla Model 3 TeslaEdge | Cargo Net Trunk กันของตก ยืดหยุ่นสูง","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","770.0","สำเร็จแล้ว"
"2024-01-13","240113W4MD1OHX","kate.hub","🛞 ฝาครอบล้อ Aero Tesla Model S TeslaEdge | Aero Wheel Cover Hubcap 4 ชิ้น","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","4070.0","สำเร็จแล้ว"
"2024-01-13","2401138RZS5OQD","bank.plus","🔮 ไฟฉายโลโก้ประตู Tesla Model S/X TeslaEdge | Door Projector Logo Light LED","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","908.0","สำเร็จแล้ว"
"2024-01-14","240114DIP03JHC","mark1990","🔩 น็อตล้อกันขโมย Tesla Model S TeslaEdge | Anti-theft Lug Nuts Set สแตนเลส","จังหวัดยะลา","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","3582.0","สำเร็จแล้ว"
"2024-01-14","240114K3MDX5L2","korn_next","🔗 ตาข่ายกั้นท้ายรถ Tesla Model Y TeslaEdge | Cargo Net Trunk กันของตก ยืดหยุ่นสูง","จังหวัดแม่ฮ่องสอน","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","364.0","สำเร็จแล้ว"
"2024-01-14","240114ZB8BU8HY","filmplus","🎮 Gaming Controller Mount Tesla TeslaEdge | ที่ยึด Controller เล่นเกมบนหน้าจอ","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","722.0","สำเร็จแล้ว"
"2024-01-15","2401150CNA490H","bank1991","🔌 USB Hub อเนกประสงค์ Tesla Model Y TeslaEdge | USB Hub 4-Port PD Fast Charge ช่องคอนโซล","จังหวัดหนองคาย","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","1536.0","สำเร็จแล้ว"
"2024-01-15","240115IE1POWFE","nattapong1997","🔌 USB Hub อเนกประสงค์ Tesla Model Y TeslaEdge | USB Hub 4-Port PD Fast Charge ช่องคอนโซล","จังหวัดอำนาจเจริญ","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","1896.0","สำเร็จแล้ว"
"2024-01-15","240115QJA16GCK","first99","📖 ไฟอ่านหนังสือ LED Tesla Model 3 TeslaEdge | Reading Light Upgrade Ultra Bright","จังหวัดนครราชสีมา","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","327.0","สำเร็จแล้ว"
"2024-01-15","2401155G4426JO","first.pro","🔦 ไฟท้ายรถอัปเกรด LED Tesla Model S TeslaEdge | Trunk LED Upgrade Kit สว่างขึ้น 200%","จังหวัดปทุมธานี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","641.0","สำเร็จแล้ว"
"2024-01-16","240116CBHHV9KV","cherryxyz","🔩 น็อตล้อกันขโมย Tesla Model 3 TeslaEdge | Anti-theft Lug Nuts Set สแตนเลส","จังหวัดนราธิวาส","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","1802.0","สำเร็จแล้ว"
"2024-01-16","240116CMWKFF16","nam_tesla","🌊 บังโคลน Tesla Model 3 TeslaEdge | Mud Flaps กันน้ำกันโคลน 4 ชิ้น","จังหวัดนครราชสีมา","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","881.0","สำเร็จแล้ว"
"2024-01-16","240116MC258XOQ","meen_1992","💡 ไฟเท้า Ambient LED Tesla Model 3 TeslaEdge | Footwell RGB LED 256 สี ควบคุมผ่านแอพ","จังหวัดสุโขทัย","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","779.0","สำเร็จแล้ว"
"2024-01-17","240117IHCBC8DG","por_go","🎨 ฟิล์มกันรอย Dashboard Tesla Model 3 TeslaEdge | แผ่นกันรอยหน้าปัด PPF ใส","จังหวัดเชียงใหม่","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","1165.0","สำเร็จแล้ว"
"2024-01-18","240118SIN6L3UW","canride","🛡️ ฟิล์มกันรอยคอนโซลกลาง Tesla Model Y TeslaEdge | PPF Film ป้องกันรอยขีดข่วน ใสไม่ทิ้งคราบ","จังหวัดตราด","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","2175.0","สำเร็จแล้ว"
"2024-01-18","2401184E88IK8L","gap1991","📱 ที่เก็บของใต้เบาะ Tesla Model 3 TeslaEdge | Under Seat Storage Box กล่องซ่อนของ","จังหวัดลพบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","739.0","สำเร็จแล้ว"
"2024-01-18","240118TQNZ8K1V","benzev","💡 ไฟเท้า Ambient LED Tesla Model S TeslaEdge | Footwell RGB LED 256 สี ควบคุมผ่านแอพ","จังหวัดลำปาง","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","1065.0","สำเร็จแล้ว"
"2024-01-18","240118VYUC6M6P","zen.auto","🔧 ฝาจุกวาล์วล้อ Tesla TeslaEdge | Tire Valve Cap Set สแตนเลส โลโก้ Tesla 4 ชิ้น","จังหวัดพิษณุโลก","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","351.0","สำเร็จแล้ว"
"2024-01-19","240119S1QFCHIS","lee2000","🌈 ไฟ LED ใต้ท้องรถ Tesla Model Y TeslaEdge | Under Glow RGB LED Strip กันน้ำ IP67","จังหวัดเพชรบูรณ์","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","1767.0","สำเร็จแล้ว"
"2024-01-19","2401194MIA6XT6","yo_ev","🔳 กรอบป้ายทะเบียน Tesla TeslaEdge | License Plate Frame Carbon Fiber หน้า-หลัง","จังหวัดสระแก้ว","Standard Delivery - ส่งธรรมดาในประเทศ-Flash Express","979.0","สำเร็จแล้ว"
"2024-01-19","2401191T4BAEH1","pim_love","🗃️ กล่องเก็บของคอนโซลกลาง Tesla Model 3 TeslaEdge | Center Console Organizer Tray ถาดแบ่งช่อง","จังหวัดมุกดาหาร","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","1460.0","สำเร็จแล้ว"
"2024-01-19","240119N062EU7A","jib.pro","💼 กล่อง CCS Adapter Case TeslaEdge | กล่องเก็บ CCS Adapter กันกระแทก","จังหวัดสุราษฎร์ธานี","Standard Delivery - ส่งธรรมดาในประเทศ-Kerry","430.0","สำเร็จแล้ว"
"2024-01-19","2401197ORLPYQF","lynn.love","🎮 Gaming Controller Mount Tesla TeslaEdge | ที่ยึด Controller เล่นเกมบนหน้าจอ","จังหวัดอุบลราชธานี","Standard Delivery - ส่งธรรมดาในประเทศ-KEX Express","410.0","สำเร็จแล้ว"
"2024-01-20","240120IOEYOPVY","sing.789","🛞 ฝาครอบล้อ Aero Tesla Model S TeslaEdge | Aero Wheel Cover Hubcap 4 ชิ้น","จังหวัดสมุทรปราการ","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","3225.0","สำเร็จแล้ว"
"2024-01-20","240120VVZ0IBA4","max.next","📖 ไฟอ่านหนังสือ LED Tesla Model Y TeslaEdge | Reading Light Upgrade Ultra Bright","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","479.0","สำเร็จแล้ว"
"2024-01-20","240120DK0BBK6C","prae44","👔 ที่แขวนสูทหลังเบาะ Tesla Model Y TeslaEdge | Headrest Coat Hanger สแตนเลส","จังหวัดนนทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-Order Arrangement On-hold (พักการดำเนินการชั่วคราว)","1034.0","สำเร็จแล้ว"
"2024-01-20","240120SJ9T05UI","korn_up","🛡️ สติกเกอร์กันรอยกันชนหลัง Tesla Model 3 TeslaEdge | Rear Bumper Protector Film Carbon Look","จังหวัดกรุงเทพมหานคร","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","1356.0","สำเร็จแล้ว"
"2024-01-21","2401210LY54FET","maxturbo","🌟 ไฟ Frunk LED Tesla Model 3 TeslaEdge | Frunk Light Upgrade ติดตั้งง่าย","จังหวัดสมุทรปราการ","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","1156.0","สำเร็จแล้ว"
"2024-01-21","2401219G5DVX04","dang.vip","📦 ถาดท้ายรถ TPE Tesla Model Y TeslaEdge | Trunk Mat กันน้ำ กันรอย ตัดตรงรุ่น","จังหวัดกาฬสินธุ์","ผู้ขายทำการจัดส่งให้","1462.0","สำเร็จแล้ว"
"2024-01-21","240121NWIWRW6K","first.01","🌊 บังโคลน Tesla Model 3 TeslaEdge | Mud Flaps กันน้ำกันโคลน 4 ชิ้น","จังหวัดสตูล","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","1888.0","สำเร็จแล้ว"
"2024-01-22","240122S8G2M2M2","jean_real","🔮 ไฟฉายโลโก้ประตู Tesla Model 3/Y TeslaEdge | Door Projector Logo Light LED","จังหวัดปทุมธานี","Standard Delivery - ส่งธรรมดาในประเทศ-J&T Express","579.0","สำเร็จแล้ว"
"2024-01-23","240123UPCJRVRB","arm1998","🌊 บังโคลน Tesla Model Y TeslaEdge | Mud Flaps กันน้ำกันโคลน 4 ชิ้น","จังหวัดนนทบุรี","Standard Delivery - ส่งธรรมดาในประเทศ-SPX Express","930.0","สำเร็จแล้ว"
"2024-01-23","240123OSK9ZVS4","king_2002","🧊 พรม Frunk Tesla Model Y TeslaEdge | Frunk Mat TPE กันน้ำ ทนทาน","จังหวัดสมุทรปราการ","ผู้ขายทำการจัดส่งให้","1068.0","สำเร็จแล้ว"
"2024-01-23","240123Q49KAZ3Z","wincity","⚫ ชุด Chrome Delete Tesla Model 3 TeslaEdge | Chrome Delete Kit Matte Black Vinyl","จังหวัดเชียงราย","Standard Delivery - ส่งธรรมดาในประเทศ-KEX Express","3179.0","สำเร็จแล้ว"
